class,image,width,height,brightness,contrast,black_percent,white_percent,blur_score
cataract,data\raw\cataract\1468_left.jpg,512,512,61.40620803833008,34.28489232771348,21.985244750976562,0.0,236.54996170755476
cataract,data\raw\cataract\1483_right.jpg,512,512,77.85819244384766,45.55848382884929,23.131942749023438,0.0,183.14532851845433
cataract,data\raw\cataract\1484_left.jpg,512,512,66.22917175292969,40.742406513344015,21.973037719726562,0.0,313.67648442363134
cataract,data\raw\cataract\1484_right.jpg,512,512,102.88274383544922,55.34337929996262,21.9482421875,0.0,515.0937884905725
cataract,data\raw\cataract\1490_right.jpg,512,512,50.71585464477539,33.8780056715793,23.192596435546875,0.0,79.46042622788809
cataract,data\raw\cataract\188_right.jpg,512,512,154.20173263549805,71.54433813113884,15.733718872070312,0.0,186.3539544972009
cataract,data\raw\cataract\1968_left.jpg,512,512,73.1071662902832,46.6978295018864,22.296142578125,0.0,225.23115628129744
cataract,data\raw\cataract\1987_left.jpg,512,512,70.50667190551758,42.104048607705096,22.472381591796875,0.0,210.21760533469205
cataract,data\raw\cataract\1994_left.jpg,512,512,70.56329727172852,42.407274393610145,22.83172607421875,0.0,118.332546073696
cataract,data\raw\cataract\2052_left.jpg,512,512,48.10065841674805,27.04114709745636,22.945785522460938,0.0,130.87275169458007
cataract,data\raw\cataract\2052_right.jpg,512,512,43.82890319824219,27.45066805766597,24.10125732421875,0.0,146.4380454817874
cataract,data\raw\cataract\2074_right.jpg,512,512,54.31943893432617,37.2836456681807,22.11151123046875,0.0,257.25777719076723
cataract,data\raw\cataract\2095_right.jpg,512,512,120.92078018188477,65.19701329516798,17.547225952148438,0.0,398.3688459517289
cataract,data\raw\cataract\2096_right.jpg,512,512,42.99685287475586,22.391006149476308,18.0694580078125,0.0,86.75468592945253
cataract,data\raw\cataract\2097_right.jpg,512,512,148.55461883544922,86.61998651630616,17.580795288085938,19.741439819335938,539.0301591022289
cataract,data\raw\cataract\2098_left.jpg,512,512,137.51234817504883,74.76204826778388,17.589950561523438,6.7028045654296875,473.02174587790796
cataract,data\raw\cataract\2098_right.jpg,512,512,86.46551132202148,46.63443193071327,17.549896240234375,0.0,290.74976029334357
cataract,data\raw\cataract\2099_left.jpg,512,512,128.63115310668945,75.38924324817192,22.751235961914062,0.0087738037109375,714.0800620964146
cataract,data\raw\cataract\2100_right.jpg,512,512,87.90206527709961,51.757260489459746,22.768020629882812,0.0,241.87688445462845
cataract,data\raw\cataract\2101_left.jpg,512,512,51.47879409790039,27.801625943586096,21.807479858398438,0.0,125.27710744779324
cataract,data\raw\cataract\2101_right.jpg,512,512,45.54353713989258,24.421379146655017,22.093963623046875,0.0,92.1947208680067
cataract,data\raw\cataract\2103_left.jpg,512,512,70.48312377929688,42.699368541417016,23.1170654296875,0.0,189.11062827333808
cataract,data\raw\cataract\2103_right.jpg,512,512,57.33214569091797,37.35228771851731,23.118972778320312,0.0,181.78714491541905
cataract,data\raw\cataract\2104_left.jpg,512,512,37.541015625,22.105622593866276,22.642898559570312,0.0,56.135204317455646
cataract,data\raw\cataract\2104_right.jpg,512,512,76.3845329284668,43.60571155266341,22.93853759765625,0.0,251.189876926539
cataract,data\raw\cataract\2105_left.jpg,512,512,59.547996520996094,37.64611731276614,22.628402709960938,0.0,143.37852227011172
cataract,data\raw\cataract\2105_right.jpg,512,512,83.38116073608398,52.234988736582444,23.104476928710938,0.0,268.02507023117505
cataract,data\raw\cataract\2106_right.jpg,512,512,107.59695053100586,65.28240916104748,22.39227294921875,0.002288818359375,493.3293303706305
cataract,data\raw\cataract\2107_left.jpg,512,512,45.26234817504883,32.474142999710764,22.1282958984375,0.0,134.4794456809177
cataract,data\raw\cataract\2108_left.jpg,512,512,58.604026794433594,46.093680779431764,23.126220703125,0.0,232.49009144386216
cataract,data\raw\cataract\2108_right.jpg,512,512,38.83346939086914,28.76156125723079,23.14453125,0.0,92.58874908029975
cataract,data\raw\cataract\2109_left.jpg,512,512,55.666194915771484,36.56983836999675,23.134994506835938,0.0,117.64445549050288
cataract,data\raw\cataract\2109_right.jpg,512,512,82.95855331420898,48.675710587362644,22.594833374023438,0.0,253.2901725317206
cataract,data\raw\cataract\2110_left.jpg,512,512,60.44409942626953,35.22963081892945,23.134231567382812,0.0,125.66245558134688
cataract,data\raw\cataract\2110_right.jpg,512,512,82.22903823852539,47.818663966562895,23.123550415039062,0.0,214.2869821574859
cataract,data\raw\cataract\2111_left.jpg,512,512,91.98307037353516,56.75549702732679,22.784042358398438,0.0,317.49441856559133
cataract,data\raw\cataract\2113_left.jpg,512,512,137.68181228637695,84.07629164871882,21.566009521484375,0.069427490234375,742.2543661966773
cataract,data\raw\cataract\2113_right.jpg,512,512,26.315670013427734,15.468402896042386,22.705459594726562,0.0,28.525262003284297
cataract,data\raw\cataract\2114_left.jpg,512,512,41.4100456237793,27.496312035329087,23.55499267578125,0.0,248.13862602732843
cataract,data\raw\cataract\2114_right.jpg,512,512,65.45713424682617,63.614740779448155,25.16937255859375,0.00457763671875,473.7661437985953
cataract,data\raw\cataract\2115_right.jpg,512,512,76.10547256469727,42.30955284545309,22.359848022460938,0.0,302.0929643619893
cataract,data\raw\cataract\2116_left.jpg,512,512,57.713802337646484,32.50878253645928,22.35260009765625,0.0,178.65320405713283
cataract,data\raw\cataract\2116_right.jpg,512,512,66.62717056274414,36.978339093096196,22.352981567382812,0.0,199.93988380044175
cataract,data\raw\cataract\2117_left.jpg,512,512,64.6901626586914,43.228586547014146,17.1783447265625,0.0,84.94418329000473
cataract,data\raw\cataract\2118_right.jpg,512,512,36.67695999145508,19.819517126712082,17.096710205078125,0.0,41.235811976119294
cataract,data\raw\cataract\2119_right.jpg,512,512,32.765655517578125,17.96056876313761,21.611404418945312,0.0,60.77572107744345
cataract,data\raw\cataract\2120_left.jpg,512,512,39.456809997558594,23.731753035816507,22.743988037109375,0.0,78.09142822479771
cataract,data\raw\cataract\2120_right.jpg,512,512,61.03182601928711,38.448956798371796,22.966766357421875,0.0,137.12935560055485
cataract,data\raw\cataract\2121_left.jpg,512,512,105.3226203918457,58.63095192782055,22.611618041992188,0.0,344.6191404809797
cataract,data\raw\cataract\2122_left.jpg,512,512,83.53178024291992,51.0419350510338,22.747802734375,0.00762939453125,294.7274886302039
cataract,data\raw\cataract\2122_right.jpg,512,512,79.24259948730469,46.35035168342562,22.751998901367188,0.0,173.81457618973218
cataract,data\raw\cataract\2123_left.jpg,512,512,165.2263069152832,89.77756481458098,22.619247436523438,0.02593994140625,939.7879918403777
cataract,data\raw\cataract\2124_left.jpg,512,512,119.92091369628906,67.93953014334699,22.722625732421875,0.0,483.32564653373265
cataract,data\raw\cataract\2125_left.jpg,512,512,51.360591888427734,32.80443349337554,22.962188720703125,0.0,82.84658335149288
cataract,data\raw\cataract\2126_left.jpg,512,512,35.093936920166016,23.03273366165024,22.800064086914062,0.0,43.423441648934386
cataract,data\raw\cataract\2126_right.jpg,512,512,50.60212707519531,32.35541934141411,22.79510498046875,0.0,76.97751332329062
cataract,data\raw\cataract\2127_left.jpg,512,512,57.96034622192383,38.0892418838461,22.748565673828125,0.0,211.3100406224694
cataract,data\raw\cataract\2127_right.jpg,512,512,72.91048049926758,42.895372638512306,22.7264404296875,0.0,296.2860416968906
cataract,data\raw\cataract\2128_left.jpg,512,512,85.46641540527344,48.56976273167623,22.743988037109375,0.0,167.7446088641882
cataract,data\raw\cataract\2128_right.jpg,512,512,66.93982696533203,44.85731735290747,22.774505615234375,0.0,148.0883487702813
cataract,data\raw\cataract\2129_left.jpg,512,512,54.31455612182617,33.337722534807234,22.732162475585938,0.0,225.11926587180642
cataract,data\raw\cataract\2129_right.jpg,512,512,89.83258438110352,53.92755125837045,22.735595703125,0.0,213.787266022744
cataract,data\raw\cataract\2130_left.jpg,512,512,120.60232925415039,66.95786546247302,21.546173095703125,0.0102996826171875,678.5373835486826
cataract,data\raw\cataract\2130_right.jpg,512,512,73.39675903320312,43.06088452619457,21.601104736328125,0.0,265.6780875642871
cataract,data\raw\cataract\2132_left.jpg,512,512,164.82572555541992,101.35512733215485,18.3380126953125,15.09857177734375,153.73348988183716
cataract,data\raw\cataract\2133_left.jpg,512,512,112.86369323730469,76.6181328759429,23.366165161132812,0.0080108642578125,123.3165969864931
cataract,data\raw\cataract\2133_right.jpg,512,512,15.769760131835938,23.127464834667705,61.85035705566406,0.0,232.04235834249994
cataract,data\raw\cataract\2134_left.jpg,512,512,15.74850845336914,21.058578254406065,58.70933532714844,0.0,262.99478912207996
cataract,data\raw\cataract\2134_right.jpg,512,512,114.470703125,78.55297048428861,22.940826416015625,0.1934051513671875,114.18575072288513
cataract,data\raw\cataract\2135_left.jpg,512,512,172.8355712890625,91.99147438817708,21.699142456054688,0.1926422119140625,1065.3113083410426
cataract,data\raw\cataract\2135_right.jpg,512,512,70.1403923034668,42.184649251829825,21.612930297851562,0.0,210.10768781868683
cataract,data\raw\cataract\2136_left.jpg,512,512,120.51633834838867,68.19605126745543,22.729110717773438,0.0,346.5083861362509
cataract,data\raw\cataract\2137_left.jpg,512,512,82.41971206665039,57.93058978206299,22.7752685546875,0.0,211.6467920707073
cataract,data\raw\cataract\2137_right.jpg,512,512,110.57287979125977,61.29906014198277,22.591781616210938,0.0,320.5940433372598
cataract,data\raw\cataract\2138_left.jpg,512,512,105.92665100097656,62.491599461248576,22.721099853515625,0.0,263.5697077539371
cataract,data\raw\cataract\2138_right.jpg,512,512,104.07312393188477,60.65842072750485,22.7294921875,0.0,270.45098993541615
cataract,data\raw\cataract\2139_right.jpg,512,512,113.39025115966797,64.31932491425833,22.718048095703125,0.0,402.00200651207706
cataract,data\raw\cataract\2140_left.jpg,512,512,88.6017074584961,50.76994759571547,22.733688354492188,0.0,136.80227449639642
cataract,data\raw\cataract\2140_right.jpg,512,512,109.40225219726562,62.34695737798952,22.716522216796875,0.0,335.11337865270616
cataract,data\raw\cataract\2141_right.jpg,512,512,87.14583969116211,47.99668393612538,22.495269775390625,0.0,279.70618644972274
cataract,data\raw\cataract\2142_left.jpg,512,512,77.7981071472168,48.439066405366496,22.757339477539062,0.0,251.19784142413118
cataract,data\raw\cataract\2142_right.jpg,512,512,78.2673110961914,45.10720112533959,22.801589965820312,0.0,300.52220534508524
cataract,data\raw\cataract\2143_right.jpg,512,512,97.73920822143555,58.11924980909604,22.810745239257812,0.0,302.4774359654257
cataract,data\raw\cataract\2144_left.jpg,512,512,73.77097702026367,41.33553158814116,22.785568237304688,0.0,159.46836465025262
cataract,data\raw\cataract\2144_right.jpg,512,512,72.81682586669922,44.64153713596665,22.778701782226562,0.0,90.70997550472384
cataract,data\raw\cataract\2145_left.jpg,512,512,82.28372955322266,49.68899579036967,22.832107543945312,0.0,128.2502097175311
cataract,data\raw\cataract\2146_left.jpg,512,512,76.1098403930664,44.335679000817606,22.8118896484375,0.0,225.15592568145075
cataract,data\raw\cataract\2146_right.jpg,512,512,79.62423324584961,51.58897085145947,22.79815673828125,1.10321044921875,376.6303095871117
cataract,data\raw\cataract\2147_left.jpg,512,512,87.55794525146484,51.418782674668655,22.800064086914062,0.0,369.5241237913724
cataract,data\raw\cataract\2149_right.jpg,512,512,60.6524543762207,43.77626649257999,22.853851318359375,0.0,61.987346469875774
cataract,data\raw\cataract\2150_left.jpg,512,512,126.43023681640625,70.11764912612715,22.788238525390625,0.0003814697265625,527.2630308032385
cataract,data\raw\cataract\2150_right.jpg,512,512,127.29853057861328,69.32279033568803,22.700881958007812,0.0,518.3778645564889
cataract,data\raw\cataract\2151_left.jpg,512,512,77.34415054321289,44.559117204391626,22.816848754882812,0.0,166.90742085465172
cataract,data\raw\cataract\2151_right.jpg,512,512,156.46706008911133,87.818232850823,22.778701782226562,0.0385284423828125,748.1359707505908
cataract,data\raw\cataract\2152_left.jpg,512,512,85.88361740112305,60.87975599077411,22.764205932617188,0.0003814697265625,353.7022247244022
cataract,data\raw\cataract\2153_left.jpg,512,512,77.10209274291992,47.56576886534869,22.777938842773438,0.0,252.88713825907325
cataract,data\raw\cataract\2153_right.jpg,512,512,75.95596694946289,43.51727516325729,22.784042358398438,0.0,171.45170974404027
cataract,data\raw\cataract\2154_left.jpg,512,512,87.18409729003906,50.45435383367078,22.796630859375,0.0,300.91453141845705
cataract,data\raw\cataract\2155_left.jpg,512,512,74.74666595458984,42.822158062064005,22.826385498046875,0.0,216.397983544608
cataract,data\raw\cataract\2155_right.jpg,512,512,102.57036209106445,58.75283683814473,22.803115844726562,0.0,373.11045063700294
cataract,data\raw\cataract\2156_left.jpg,512,512,79.68091201782227,44.735326492260576,22.791671752929688,0.0,323.67557891666365
cataract,data\raw\cataract\2157_left.jpg,512,512,101.6152229309082,59.336539239825875,22.797393798828125,0.0,397.0730972242891
cataract,data\raw\cataract\2157_right.jpg,512,512,126.6501579284668,70.07673900060433,22.776031494140625,0.0,500.4388461008057
cataract,data\raw\cataract\2158_left.jpg,512,512,91.85329055786133,55.638175885226836,22.791290283203125,0.292205810546875,590.5560416073859
cataract,data\raw\cataract\2158_right.jpg,512,512,78.11962890625,54.578712263641826,22.806930541992188,0.0,293.56451339035993
cataract,data\raw\cataract\2159_left.jpg,512,512,97.16514587402344,43.36569388891129,15.442657470703125,0.0,343.0451299180131
cataract,data\raw\cataract\2160_right.jpg,512,512,96.45745849609375,41.34207962258611,15.447998046875,0.0,267.5349791900808
cataract,data\raw\cataract\2161_right.jpg,512,512,75.61732864379883,45.67040951979359,22.8118896484375,0.0,260.5579026662599
cataract,data\raw\cataract\2162_right.jpg,512,512,89.27719116210938,54.45051225368366,22.786712646484375,0.0,449.63985049059556
cataract,data\raw\cataract\2163_left.jpg,512,512,88.66844177246094,54.05479456627055,22.764205932617188,0.0,320.8521532360319
cataract,data\raw\cataract\2163_right.jpg,512,512,91.28647994995117,65.0711206488809,22.986221313476562,0.0011444091796875,439.5698050450155
cataract,data\raw\cataract\2164_left.jpg,512,512,86.09710693359375,54.782484269661005,22.791671752929688,0.0,426.90201517171226
cataract,data\raw\cataract\2164_right.jpg,512,512,50.16487503051758,31.052761028609783,22.8271484375,0.0,99.7044403853215
cataract,data\raw\cataract\2165_right.jpg,512,512,83.00984191894531,50.75595894421257,22.826004028320312,0.0,170.15707392897457
cataract,data\raw\cataract\2166_left.jpg,512,512,186.8791847229004,102.43624846739478,22.733688354492188,48.83918762207031,1047.0224875897254
cataract,data\raw\cataract\2167_left.jpg,512,512,87.86884689331055,64.82958458512248,22.808456420898438,0.01983642578125,429.6733777523041
cataract,data\raw\cataract\2167_right.jpg,512,512,122.09507751464844,68.47512048939886,22.753143310546875,0.0,424.77861163367925
cataract,data\raw\cataract\2168_left.jpg,512,512,188.28550720214844,102.49592216565834,22.688674926757812,40.549468994140625,1038.722289921192
cataract,data\raw\cataract\2168_right.jpg,512,512,80.8379898071289,55.69261464229753,22.81341552734375,0.00152587890625,381.4324302200548
cataract,data\raw\cataract\2169_left.jpg,512,512,38.82587814331055,24.76159559774095,22.18170166015625,0.0,129.70816432508582
cataract,data\raw\cataract\2169_right.jpg,512,512,34.96760559082031,21.406222102609743,22.275924682617188,0.0,89.36159475786553
cataract,data\raw\cataract\2170_left.jpg,512,512,73.99007415771484,45.383695759024235,22.09625244140625,0.0,295.07052479684353
cataract,data\raw\cataract\2170_right.jpg,512,512,37.45332717895508,22.805989793554097,22.180557250976562,0.0,109.08850201586029
cataract,data\raw\cataract\2171_left.jpg,512,512,177.6248435974121,96.70025689177893,22.254562377929688,16.019058227539062,656.5242590755224
cataract,data\raw\cataract\2172_left.jpg,512,512,39.6436767578125,23.061032674665274,23.080825805664062,0.0,39.9659486503806
cataract,data\raw\cataract\2173_right.jpg,512,512,74.70122528076172,43.07005473519543,22.771453857421875,0.0,174.21974575518107
cataract,data\raw\cataract\2174_right.jpg,512,512,118.02608871459961,87.52033870457308,9.503555297851562,27.154159545898438,892.035659773217
cataract,data\raw\cataract\2175_left.jpg,512,512,103.24392318725586,95.95632357887305,9.473037719726562,27.301025390625,963.1746901625302
cataract,data\raw\cataract\2176_left.jpg,512,512,96.53778457641602,75.45941824058556,26.849746704101562,11.927032470703125,690.3423872347339
cataract,data\raw\cataract\2176_right.jpg,512,512,91.24652481079102,45.57235068476171,16.715240478515625,0.0,121.78883888757264
cataract,data\raw\cataract\2177_right.jpg,512,512,123.2049674987793,83.77596579361997,12.83721923828125,24.586868286132812,776.1863822919404
cataract,data\raw\cataract\2178_left.jpg,512,512,43.33570861816406,26.928189347054133,16.820526123046875,0.0,53.44833330016991
cataract,data\raw\cataract\2178_right.jpg,512,512,107.70640563964844,93.10505136546631,16.29638671875,26.646041870117188,864.8742904663086
cataract,data\raw\cataract\2179_left.jpg,512,512,61.465824127197266,65.1621826930559,27.347183227539062,8.135986328125,1064.6792098078295
cataract,data\raw\cataract\2179_right.jpg,512,512,110.08915710449219,90.10413253867355,17.740631103515625,24.94964599609375,841.2032051009446
cataract,data\raw\cataract\2180_left.jpg,512,512,113.8929672241211,90.21328725947022,11.139678955078125,26.903533935546875,825.7282371517358
cataract,data\raw\cataract\2180_right.jpg,512,512,105.07569122314453,97.35731704507727,13.2720947265625,28.318405151367188,768.6792526245117
cataract,data\raw\cataract\2181_left.jpg,512,512,123.08047866821289,86.55056808570707,13.2720947265625,26.771163940429688,834.5717620849027
cataract,data\raw\cataract\2181_right.jpg,512,512,95.02188873291016,94.45570490723951,13.67950439453125,23.603439331054688,1015.2482446199283
cataract,data\raw\cataract\2182_left.jpg,512,512,96.29048538208008,92.81945764075016,16.9403076171875,24.12872314453125,832.7672347091138
cataract,data\raw\cataract\2182_right.jpg,512,512,94.26934051513672,86.25345418771583,20.431137084960938,19.799041748046875,904.3454742317554
cataract,data\raw\cataract\2183_left.jpg,512,512,78.62326049804688,48.04595921410285,24.852752685546875,0.0,20.757102322706487
cataract,data\raw\cataract\2183_right.jpg,512,512,52.12018585205078,33.737150751395596,24.6002197265625,0.0,20.18122162214422
cataract,data\raw\cataract\2184_left.jpg,512,512,27.96454620361328,18.283354130338683,25.005722045898438,0.0,14.793353943605325
cataract,data\raw\cataract\2184_right.jpg,512,512,37.304954528808594,23.25165653070513,25.679397583007812,0.0,20.233752287560492
cataract,data\raw\cataract\2185_left.jpg,512,512,104.431396484375,47.90649438821824,16.0614013671875,0.0,148.08335284137866
cataract,data\raw\cataract\2187_right.jpg,512,512,80.20622634887695,36.88636796959271,16.119384765625,0.0,117.01293069239182
cataract,data\raw\cataract\2189_left.jpg,512,512,51.02539825439453,26.673437261052403,15.833282470703125,0.0,128.71343439466727
cataract,data\raw\cataract\2189_right.jpg,512,512,55.398284912109375,29.697040116812765,15.909576416015625,0.0,84.05218232329935
cataract,data\raw\cataract\218_right.jpg,512,512,81.04314422607422,46.165840244122855,22.795867919921875,0.0,377.78702872431313
cataract,data\raw\cataract\2190_right.jpg,512,512,142.02637100219727,64.24604371643471,15.970611572265625,0.0,322.22877331740165
cataract,data\raw\cataract\2191_right.jpg,512,512,45.469337463378906,26.2761424021924,15.83709716796875,0.0,45.930612903655856
cataract,data\raw\cataract\2192_left.jpg,512,512,136.5641632080078,74.66000247624333,22.669601440429688,0.0,552.780641283709
cataract,data\raw\cataract\2192_right.jpg,512,512,159.18990325927734,86.93243235987963,22.714996337890625,0.0,748.6140874475241
cataract,data\raw\cataract\2193_right.jpg,512,512,147.44141006469727,80.60050060119556,22.73406982421875,0.0,772.7378146666451
cataract,data\raw\cataract\2194_left.jpg,512,512,172.37701416015625,94.14845307784648,22.743606567382812,0.0133514404296875,923.3580849021673
cataract,data\raw\cataract\2194_right.jpg,512,512,172.21680450439453,94.23512167090004,22.747039794921875,0.0293731689453125,923.5726765514701
cataract,data\raw\cataract\2195_left.jpg,512,512,98.00326919555664,55.6711004390635,22.724533081054688,0.0,292.52583680195676
cataract,data\raw\cataract\2195_right.jpg,512,512,83.21177673339844,48.820400365654,22.818756103515625,0.0,176.6716459840536
cataract,data\raw\cataract\2196_right.jpg,512,512,107.5612564086914,58.6912857587869,22.743988037109375,0.0,381.81745877023786
cataract,data\raw\cataract\2197_right.jpg,512,512,128.23622131347656,75.43026196111742,22.759628295898438,0.00762939453125,675.192261743694
cataract,data\raw\cataract\2198_left.jpg,512,512,44.36812210083008,25.519474809404592,23.046493530273438,0.0,106.92490003501007
cataract,data\raw\cataract\2198_right.jpg,512,512,58.44192886352539,32.40225286204768,22.908401489257812,0.0,140.33850802388042
cataract,data\raw\cataract\2199_left.jpg,512,512,83.90080642700195,48.99726150293185,22.898483276367188,0.0,292.74396511539817
cataract,data\raw\cataract\2200_left.jpg,512,512,72.18327331542969,39.49915857586617,22.5860595703125,0.0,120.26825789152645
cataract,data\raw\cataract\2201_right.jpg,512,512,99.2046127319336,50.0890253203584,18.40972900390625,0.0,532.2352873025811
cataract,data\raw\cataract\2203_left.jpg,512,512,93.26597213745117,52.58820855088512,23.108291625976562,0.0,230.658573826644
cataract,data\raw\cataract\2203_right.jpg,512,512,123.36664581298828,67.65461475126263,22.922897338867188,0.0,481.28726896544686
cataract,data\raw\cataract\2204_left.jpg,512,512,51.782257080078125,30.109721206021153,22.338104248046875,0.0,216.7699007531628
cataract,data\raw\cataract\2205_right.jpg,512,512,61.936763763427734,33.3013826886731,22.354507446289062,0.0,151.79431270784698
cataract,data\raw\cataract\2206_left.jpg,512,512,79.72768783569336,45.91493403662752,13.790130615234375,0.0003814697265625,164.42070513567887
cataract,data\raw\cataract\2206_right.jpg,512,512,107.82655334472656,61.570273582698185,13.767242431640625,0.08392333984375,315.7761807476636
cataract,data\raw\cataract\2207_left.jpg,512,512,109.9726791381836,48.345218937577144,13.766098022460938,0.0,228.47632017638534
cataract,data\raw\cataract\2207_right.jpg,512,512,103.50398635864258,52.18779610498014,13.787841796875,0.0,138.11115298395453
cataract,data\raw\cataract\2208_right.jpg,512,512,111.91367721557617,44.428185866039456,13.171005249023438,0.0,315.09437430310936
cataract,data\raw\cataract\2209_left.jpg,512,512,101.59574890136719,64.73298777087366,22.581100463867188,0.000762939453125,781.6685030094668
cataract,data\raw\cataract\2209_right.jpg,512,512,103.00925827026367,59.16743029167584,22.511672973632812,0.0,753.3478637881926
cataract,data\raw\cataract\2210_left.jpg,512,512,32.75175094604492,19.026044532315122,23.267745971679688,0.0,400.00432120681216
cataract,data\raw\cataract\2210_right.jpg,512,512,17.182476043701172,10.739458150860797,23.572158813476562,0.0,476.9098945737205
cataract,data\raw\cataract\2211_left.jpg,512,512,77.34880447387695,42.848048126977574,22.494888305664062,0.0,644.8694465563021
cataract,data\raw\cataract\2211_right.jpg,512,512,76.74608993530273,43.150272582119605,22.510910034179688,0.0,595.7918041067751
cataract,data\raw\cataract\2212_left.jpg,512,512,43.28644943237305,28.581182215638716,23.350143432617188,0.0,1744.3343434324343
cataract,data\raw\cataract\2212_right.jpg,512,512,35.28772735595703,25.327931002830873,23.273086547851562,0.0,712.9652398609906
cataract,data\raw\cataract\2213_left.jpg,512,512,89.5695571899414,60.45274915523079,22.24578857421875,0.000762939453125,340.24782260414213
cataract,data\raw\cataract\2213_right.jpg,512,512,102.43069839477539,58.06199315625721,22.220230102539062,0.0,401.3785566231236
cataract,data\raw\cataract\2215_left.jpg,512,512,17.955669403076172,10.82122870848367,22.625350952148438,0.0,131.76933115528664
cataract,data\raw\cataract\2216_left.jpg,512,512,32.16160202026367,23.1574577441703,22.594451904296875,0.0,228.48083991970634
cataract,data\raw\cataract\2216_right.jpg,512,512,41.5938606262207,29.111733656660196,22.7142333984375,0.0,222.51653615721443
cataract,data\raw\cataract\2217_left.jpg,512,512,61.297767639160156,33.72730044774766,22.212982177734375,0.0,183.5087205471791
cataract,data\raw\cataract\2217_right.jpg,512,512,62.85991668701172,34.77001386999186,22.20458984375,0.0,187.27875189213955
cataract,data\raw\cataract\2218_right.jpg,512,512,69.04058074951172,40.01326904997344,22.2137451171875,0.0,285.61504886903276
cataract,data\raw\cataract\2219_left.jpg,512,512,58.76115417480469,32.046319660685434,22.222900390625,0.0,206.51848131125735
cataract,data\raw\cataract\2219_right.jpg,512,512,63.143760681152344,35.18487583680964,22.22442626953125,0.0,237.68654688097013
cataract,data\raw\cataract\2220_right.jpg,512,512,29.50060272216797,17.948485293515724,22.28546142578125,0.0,250.37888133675733
cataract,data\raw\cataract\2221_left.jpg,512,512,157.55729293823242,85.37315448240477,22.137069702148438,0.0095367431640625,927.7737261228613
cataract,data\raw\cataract\2221_right.jpg,512,512,61.97759246826172,35.007528333442494,22.452926635742188,0.0,292.2632211574819
cataract,data\raw\cataract\2222_left.jpg,512,512,66.03832626342773,45.398934262577725,22.829437255859375,0.0,233.27254846946744
